Date,Day,Gender,City,Food_ordered,Restaurant,order_value,Rating,Payment_option,order_status,veg_non_veg,,,,
10-10-2023,Sunday,Male,Chennai,Shawarma,The Madras Shawarma,310,4,UPI,Delivered,Veg,,,,
27-10-2023,Monday,Female,Tirunelveli,Naan,Denmarrk Drive-Inn Restaurant,269,2,UPI,Delivered,Veg,,,,
30-12-2023,Sunday,Female,Madurai,Rose Milk,Hotel Saravana Bhavan,240,5,COD,Delivered,Veg,,,,
01-09-2023,Wednesday,Male,Chennai,Paneer Fried Momos,Denmarrk Drive-Inn Restaurant,1553,5,COD,Delivered,Veg,,,,
11-12-2023,Monday,Female,Chennai,chicken biryani,Hotel Junior Kuppanna,455,5,UPI,Delivered,Non-Veg,,,,
30-07-2023,Friday,Male,Madurai,Rose Milk,Hotel Saravana Bhavan,75,5,UPI,Delivered,Veg,,,,
28-04-2023,Wednesday,Male,Chennai,Shawarma,The Madras Shawarma,430,2,COD,Delivered,Non-Veg,,,,
28-01-2023,Wednesday,Female,Madurai,Egg curry,Denmarrk Drive-Inn Restaurant,342,4,UPI,Delivered,Non-Veg,,,,
20-09-2023,Saturday,Male,Chennai,Mushroom Masala,Hotel A2B,1643,2,COD,Delivered,Veg,,,,
16-11-2023,Saturday,Female,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,1455,2,UPI,Delivered,Non-Veg,,,,
04-06-2023,Sunday,Female,Chennai,Paneer tikka,Zara's Home Food,1985,4,COD,Delivered,Veg,,,,
31-10-2023,Saturday,Male,Trichy,Naan,Hotel Junior Kuppanna,244,5,UPI,Delivered,Veg,,,,
01-04-2023,Friday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,279,3,UPI,Delivered,Non-Veg,,,,
13-07-2023,Tuesday,Male,Tirunelveli,Veg Schezwan Momo,Zara's Home Food,2150,4,COD,Delivered,Veg,,,,
26-11-2023,Monday,Male,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,302,2,UPI,Delivered,Non-Veg,,,,
02-10-2023,Sunday,Male,Trichy,chicken biryani,Hotel A2B,93,5,UPI,Delivered,Non-Veg,,,,
24-09-2023,Wednesday,Male,Madurai,Chettinad chicken Gravy,Khalids Briyani,947,3,COD,Delivered,Non-Veg,,,,
18-08-2023,Sunday,Male,Trichy,Tandoori roti,Hotel A2B,3265,4,UPI,Delivered,Veg,,,,
30-08-2023,Saturday,Female,Coimbatore,Chilli chicken,Haribhavanam,1027,3,COD,Delivered,Non-Veg,,,,
01-09-2023,Sunday,Female,Erode,Mutton Briyani,Star Briyani,2293,1,UPI,Delivered,Non-Veg,,,,
13-11-2023,Wednesday,Male,Thanjavur,Mutton curry,Hotel Anjappar,1651,3,COD,Delivered,Non-Veg,,,,
01-05-2023,Tuesday,Female,Karur,Egg curry,Hotel Anjappar,3086,5,COD,Delivered,Non-Veg,,,,
03-06-2023,Saturday,Male,Thanjavur,Naan,Hotel Saravana Bhavan,2194,5,UPI,Delivered,Veg,,,,
16-07-2023,Thursday,Female,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,2400,4,UPI,Delivered,Non-Veg,,,,
05-05-2023,Sunday,Female,Chennai,Grilled Chicken,Urban Grill,1113,1,COD,Delivered,Non-Veg,,,,
20-04-2023,Sunday,Male,Karur,Chilli chicken,Saravana Bhavan,1610,3,COD,Delivered,Non-Veg,,,,
07-05-2023,Thursday,Female,Thanjavur,Gobi manchurian,Hotel Junior Kuppanna,1379,3,UPI,Delivered,Veg,,,,
11-11-2023,Monday,Male,Vellore,appam,Hotel A2B,1915,5,UPI,Delivered,Veg,,,,
27-10-2023,Saturday,Female,Vellore,Mutton curry,Hotel Anjappar,1076,5,COD,Delivered,Non-Veg,,,,
09-03-2023,Sunday,Female,Thanjavur,Masala dosa,Hotel Junior Kuppanna,1088,3,UPI,Delivered,Veg,,,,
08-01-2023,Monday,Female,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,150,5,COD,Delivered,Non-Veg,,,,
02-07-2023,Monday,Male,Coimbatore,Veg fried rice,Haribhavanam,1001,2,UPI,Delivered,Veg,,,,
27-05-2023,Saturday,Female,Chennai,Grilled Chicken,Urban Grill,1578,4,COD,Delivered,Non-Veg,,,,
03-05-2023,Friday,Male,Karur,Veg Schezwan Momo,Junior Kuppanna,1706,4,COD,Delivered,Veg,,,,
26-06-2023,Saturday,Male,Salem,Palak paneer,Junior Kuppanna,1470,1,COD,Delivered,Veg,,,,
15-09-2023,Sunday,Female,Salem,Chilli chicken,Zara's Home Food,912,2,UPI,Delivered,Non-Veg,,,,
03-03-2023,Saturday,Female,Erode,Masala dosa,Hotel Anjappar,573,4,COD,Delivered,Veg,,,,
20-06-2023,Saturday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,350,3,COD,Delivered,Veg,,,,
23-03-2023,Thursday,Female,Nagercoil,Masala dosa,Denmarrk Drive-Inn Restaurant,2965,2,UPI,Delivered,Veg,,,,
24-11-2023,Friday,Female,Madurai,Paneer Fried Momos,Hotel A2B,2762,5,UPI,Delivered,Veg,,,,
12-07-2023,Tuesday,Male,Karur,idli,Hotel A2B,177,5,UPI,Delivered,Veg,,,,
17-06-2023,Saturday,Female,Karur,Fish fry,Hotel Saravana Bhavan,1084,4,UPI,Delivered,Non-Veg,,,,
05-03-2023,Friday,Male,Chennai,idli,Hotel Saravana Bhavan,400,5,COD,Delivered,Veg,,,,
15-12-2023,Wednesday,Male,Tiruppur,Black Forest Cake,Cafe Mellow,1500,3,COD,Delivered,Veg,,,,
23-04-2023,Thursday,Female,Coimbatore,Masala dosa,Haribhavanam,3017,3,COD,Delivered,Veg,,,,
26-09-2023,Wednesday,Female,Coimbatore,Paneer tikka,Haribhavanam,878,2,UPI,Delivered,Veg,,,,
17-02-2023,Wednesday,Male,Trichy,chicken biryani,Khalids Briyani,3241,2,UPI,Delivered,Non-Veg,,,,
06-01-2023,Tuesday,Male,Madurai,Veg Schezwan Momo,Hotel Anjappar,1400,4,UPI,Delivered,Veg,,,,
06-02-2023,Monday,Male,Coimbatore,Gobi manchurian,Haribhavanam,3491,2,UPI,Delivered,Veg,,,,
16-07-2023,Saturday,Male,Chennai,Veg fried rice,Denmarrk Drive-Inn Restaurant,1930,3,COD,Delivered,Veg,,,,
17-05-2023,Thursday,Female,Chennai,Paneer tikka,Denmarrk Drive-Inn Restaurant,1280,4,UPI,Delivered,Veg,,,,
01-02-2023,Thursday,Male,Dindigul,Chettinad chicken Gravy,Hotel A2B,1081,2,COD,Delivered,Non-Veg,,,,
24-01-2023,Sunday,Female,Coimbatore,Mushroom Masala,Haribhavanam,133,4,COD,Delivered,Veg,,,,
14-05-2023,Saturday,Female,Trichy,Chettinad chicken Gravy,Hotel Anjappar,56,0,COD,Cancelled,Non-Veg,,,,
19-10-2023,Sunday,Female,Coimbatore,Dosa,Haribhavanam,150,4,UPI,Delivered,Veg,,,,
18-09-2023,Monday,Male,Madurai,appam,Hotel A2B,2924,0,COD,Cancelled,Veg,,,,
26-06-2023,Friday,Female,Coimbatore,Pulao,Haribhavanam,2064,2,UPI,Delivered,Veg,,,,
26-01-2023,Wednesday,Male,Salem,Schezwan fried rice,Sree Annapoorana,230,0,COD,Cancelled,Veg,,,,
21-02-2023,Wednesday,Female,Tiruppur,Veg Schezwan Momo,Hotel Anjappar,182,0,COD,Cancelled,Veg,,,,
24-03-2023,Sunday,Male,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,318,5,COD,Delivered,Non-Veg,,,,
26-10-2023,Saturday,Female,Nagercoil,Chettinad chicken Gravy,Denmarrk Drive-Inn Restaurant,573,0,COD,Cancelled,Non-Veg,,,,
02-06-2023,Tuesday,Female,Chennai,Grilled Chicken,Urban Grill,612,0,COD,Cancelled,Non-Veg,,,,
16-12-2023,Sunday,Male,Tiruppur,Naan,Denmarrk Drive-Inn Restaurant,386,4,COD,Delivered,Veg,,,,
01-02-2023,Sunday,Male,Trichy,Pulao,Hotel Anjappar,370,0,COD,Cancelled,Veg,,,,
15-06-2023,Thursday,Male,Karur,Paneer tikka,Denmarrk Drive-Inn Restaurant,783,1,UPI,Delivered,Veg,,,,
23-11-2023,Wednesday,Female,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,2436,0,COD,Cancelled,Non-Veg,,,,
06-09-2023,Wednesday,Male,Tiruppur,Black Forest Cake,Cafe Mellow,210,3,UPI,Delivered,Veg,,,,
11-10-2023,Friday,Female,Karur,Mutton Briyani,Star Briyani,450,0,COD,Cancelled,Non-Veg,,,,
20-09-2023,Sunday,Male,Coimbatore,Naan,Haribhavanam,516,0,COD,Cancelled,Veg,,,,
17-09-2023,Monday,Female,Thanjavur,Mushroom Masala,Hotel Anjappar,2413,0,COD,Cancelled,Veg,,,,
19-08-2023,Wednesday,Male,Nagercoil,appam,Hotel Anjappar,3355,0,COD,Cancelled,Veg,,,,
19-08-2023,Wednesday,Male,Chennai,Shawarma,The Madras Shawarma,310,0,Debit Card,Cancelled,Non-Veg,,,,
09-01-2023,Monday,Female,Madurai,Fish fry,Denmarrk Drive-Inn Restaurant,1066,2,COD,Delivered,Non-Veg,,,,
06-11-2023,Monday,Female,Dindigul,Chilli chicken,Hotel Anjappar,3409,4,COD,Delivered,Non-Veg,,,,
13-02-2023,Monday,Female,Tirunelveli,Paneer tikka,Anjappar,2692,3,UPI,Delivered,Veg,,,,
01-11-2023,Friday,Female,Nagercoil,Naan,Hotel A2B,1982,1,UPI,Delivered,Veg,,,,
06-05-2023,Sunday,Female,Chennai,Mutton curry,Hotel Junior Kuppanna,2113,0,Debit Card,Cancelled,Non-Veg,,,,
22-09-2023,Wednesday,Female,Salem,Naan,Hotel Saravana Bhavan,461,0,COD,Cancelled,Veg,,,,
06-02-2023,Tuesday,Male,Chennai,Chilli chicken,Saravana Bhavan,1251,2,COD,Delivered,Non-Veg,,,,
28-05-2023,Monday,Female,Vellore,Chilli chicken,Hotel Junior Kuppanna,1267,0,COD,Cancelled,Non-Veg,,,,
17-11-2023,Saturday,Female,Tiruppur,Mutton Briyani,Star Briyani,476,0,COD,Cancelled,Non-Veg,,,,
25-08-2023,Tuesday,Male,Chennai,Shawarma,The Madras Shawarma,310,0,COD,Cancelled,Non-Veg,,,,
01-06-2023,Saturday,Male,Chennai,Chettinad chicken Gravy,Hotel Saravana Bhavan,757,0,COD,Cancelled,Non-Veg,,,,
07-03-2023,Monday,Female,Tiruppur,Black Forest Cake,Cafe Mellow,1750,4,COD,Delivered,Veg,,,,
10-12-2023,Friday,Male,Chennai,Grilled Chicken,Urban Grill,691,4,UPI,Delivered,Non-Veg,,,,
15-05-2023,Wednesday,Male,Karur,Paneer tikka,Denmarrk Drive-Inn Restaurant,3179,1,UPI,Delivered,Veg,,,,
09-08-2023,Wednesday,Male,Madurai,Egg curry,Hotel Saravana Bhavan,2461,0,COD,Cancelled,Non-Veg,,,,
28-05-2023,Friday,Female,Dindigul,Prawn Briyani,Dindigul Venu Biriyani,2593,1,UPI,Delivered,Non-Veg,,,,
04-06-2023,Friday,Male,Nagercoil,Palak paneer,Hotel A2B,1609,0,COD,Cancelled,Veg,,,,
25-09-2023,Monday,Female,Dindigul,Chilli chicken,Denmarrk Drive-Inn Restaurant,1965,0,COD,Cancelled,Non-Veg,,,,
16-06-2023,Thursday,Female,Trichy,Paneer tikka,Junior Kuppanna,1476,0,COD,Cancelled,Veg,,,,
17-01-2023,Wednesday,Male,Chennai,Fish fry,Hotel Junior Kuppanna,377,0,COD,Cancelled,Non-Veg,,,,
10-09-2023,Saturday,Male,Madurai,Masala dosa,Denmarrk Drive-Inn Restaurant,628,1,UPI,Delivered,Veg,,,,
03-02-2023,Monday,Male,Tirunelveli,chicken biryani,Hotel Saravana Bhavan,1837,0,COD,Cancelled,Non-Veg,,,,
01-02-2023,Saturday,Male,Coimbatore,Fish fry,Haribhavanam,988,3,COD,Delivered,Non-Veg,,,,
05-04-2023,Monday,Female,Chennai,Grilled Chicken,Urban Grill,1349,0,Debit Card,Cancelled,Non-Veg,,,,
27-02-2023,Wednesday,Male,Salem,Chilli chicken,Hotel Anjappar,2213,0,Debit Card,Cancelled,Non-Veg,,,,
02-01-2023,Saturday,Female,Erode,idli,Hotel A2B,247,0,Debit Card,Cancelled,Veg,,,,
05-06-2023,Friday,Female,Salem,Schezwan fried rice,Sree Annapoorana,230,0,Debit Card,Cancelled,Veg,,,,
10-01-2023,Monday,Male,Erode,Rose Milk,Hotel A2B,90,4,UPI,Delivered,Veg,,,,
25-04-2023,Monday,Female,Nagercoil,Paneer Hyderabadi Gravy,Hotel Saravana Bhavan,1370,0,COD,Cancelled,Veg,,,,
18-09-2023,Tuesday,Female,Erode,Veg fried rice,Hotel A2B,3295,0,COD,Cancelled,Veg,,,,
15-04-2023,Saturday,Male,Coimbatore,Pulao,Haribhavanam,2893,3,COD,Delivered,Veg,,,,
17-10-2023,Saturday,Male,Madurai,Palak paneer,Hotel Saravana Bhavan,3222,5,UPI,Delivered,Veg,,,,
05-09-2023,Monday,Male,Madurai,Naan,Hotel A2B,1443,2,COD,Delivered,Veg,,,,
01-01-2023,Friday,Female,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,3184,0,COD,Cancelled,Non-Veg,,,,
11-04-2023,Thursday,Male,Coimbatore,Veg fried rice,Haribhavanam,2192,0,COD,Cancelled,Veg,,,,
03-12-2023,Sunday,Male,Coimbatore,Gobi manchurian,Haribhavanam,1461,5,UPI,Delivered,Veg,,,,
10-01-2023,Wednesday,Female,Vellore,Palak paneer,Hotel Junior Kuppanna,1891,0,COD,Cancelled,Veg,,,,
10-04-2023,Thursday,Female,Tirunelveli,Chilli chicken,Hotel Junior Kuppanna,1672,0,COD,Cancelled,Non-Veg,,,,
23-03-2023,Saturday,Female,Coimbatore,Chilli chicken,Khalids Briyani,643,0,COD,Cancelled,Non-Veg,,,,
26-07-2023,Wednesday,Female,Trichy,Paneer Fried Momos,Hotel A2B,393,4,UPI,Delivered,Veg,,,,
18-12-2023,Sunday,Female,Chennai,Mushroom Masala,Hotel A2B,2453,5,COD,Delivered,Veg,,,,
07-01-2023,Sunday,Male,Salem,Mutton curry,Hotel A2B,1129,0,COD,Cancelled,Non-Veg,,,,
20-11-2023,Tuesday,Male,Chennai,Veg Schezwan Momo,Hotel Junior Kuppanna,2200,2,UPI,Delivered,Veg,,,,
16-02-2023,Saturday,Female,Coimbatore,Hyderabadi Chicken Biryani,Ss Hyderabad Biryani,1663,4,COD,Delivered,Non-Veg,,,,
19-11-2023,Friday,Male,Tiruppur,Black Forest Cake,Cafe Mellow,946,3,COD,Delivered,Veg,,,,
02-04-2023,Saturday,Male,Madurai,Upma,Ariyas,263,1,COD,Delivered,Veg,,,,
07-11-2023,Monday,Female,Chennai,appam,Hotel Saravana Bhavan,2331,0,COD,Cancelled,Veg,,,,
17-03-2023,Wednesday,Female,Dindigul,Mutton Briyani,Star Briyani,2777,0,COD,Cancelled,Non-Veg,,,,
17-03-2023,Sunday,Female,Salem,Paneer Fried Momos,Hang Out,150,3,UPI,Delivered,Veg,,,,
17-03-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,Hang Out,125,4,UPI,Delivered,Veg,,,,
17-03-2023,Saturday,Female,Coimbatore,Paneer Fried Momos,Hang Out,150,4,UPI,Delivered,Veg,,,,
17-03-2023,Saturday,Female,Coimbatore,Paneer Fried Momos,Hang Out,125,1,COD,Delivered,Veg,,,,
27-04-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,Hang Out,140,4,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Coimbatore,Paneer Fried Momos,Hang Out,150,4,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Coimbatore,Paneer Fried Momos,Hang Out,145,3,COD,Delivered,Veg,,,,
27-04-2023,Monday,Male,Salem,Paneer Fried Momos,Hang Out,145,3,COD,Delivered,Veg,,,,
27-04-2023,Sunday,Male,Trichy,Paneer Fried Momos,Hang Out,150,3,COD,Delivered,Veg,,,,
27-04-2023,Sunday,Male,Salem,Paneer Fried Momos,Hang Out,150,3,COD,Delivered,Veg,,,,
27-04-2023,Sunday,Male,Chennai,Paneer Fried Momos,Hang Out,185,3,UPI,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Chennai,Paneer Fried Momos,Hang Out,220,3,UPI,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Chennai,Paneer Fried Momos,Hang Out,145,3,UPI,Delivered,Veg,,,,
17-09-2023,Saturday,Male,Chennai,Paneer Fried Momos,W Cafe,430,3,UPI,Delivered,Veg,,,,
17-09-2023,Saturday,Male,Chennai,Paneer Fried Momos,W Cafe,430,5,UPI,Delivered,Veg,,,,
27-05-2023,Sunday,Male,Chennai,Paneer Fried Momos,W Cafe,150,3,COD,Delivered,Veg,,,,
27-05-2023,Sunday,Male,Salem,Paneer Fried Momos,W Cafe,175,2,COD,Delivered,Veg,,,,
27-05-2023,Monday,Female,Chennai,Paneer Fried Momos,W Cafe,430,2,COD,Delivered,Veg,,,,
27-05-2023,Sunday,Female,Trichy,Paneer Fried Momos,W Cafe,220,5,COD,Delivered,Veg,,,,
27-05-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,W Cafe,220,5,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,W Cafe,220,5,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,W Cafe,175,1,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Coimbatore,Paneer Fried Momos,W Cafe,180,2,COD,Delivered,Veg,,,,
27-04-2023,Monday,Male,Coimbatore,Paneer Fried Momos,W Cafe,75,2,COD,Delivered,Veg,,,,
27-04-2023,Sunday,Male,Coimbatore,Paneer Fried Momos,W Cafe,430,1,COD,Delivered,Veg,,,,
23-10-2023,Sunday,Male,Salem,Paneer Fried Momos,W Cafe,120,5,COD,Delivered,Veg,,,,
23-10-2023,Monday,Male,Salem,Paneer Fried Momos,W Cafe,160,1,COD,Delivered,Veg,,,,
23-10-2023,Sunday,Male,Salem,Paneer Fried Momos,W Cafe,150,3,COD,Delivered,Veg,,,,
27-05-2023,Sunday,Male,Trichy,Paneer Fried Momos,W Cafe,210,3,UPI,Delivered,Veg,,,,
27-05-2023,Saturday,Male,Salem,Paneer Fried Momos,W Cafe,215,3,UPI,Delivered,Veg,,,,
27-05-2023,Saturday,Female,Salem,Paneer Fried Momos,W Cafe,250,3,UPI,Delivered,Veg,,,,
27-05-2023,Saturday,Female,Salem,Paneer Fried Momos,W Cafe,340,3,UPI,Delivered,Veg,,,,
27-05-2023,Saturday,Female,Trichy,Paneer Fried Momos,W Cafe,90,3,UPI,Delivered,Veg,,,,
27-05-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,W Cafe,785,2,COD,Delivered,Veg,,,,
23-10-2023,Sunday,Female,Chennai,Paneer Fried Momos,W Cafe,90,1,COD,Delivered,Veg,,,,
23-10-2023,Sunday,Female,Chennai,Paneer Fried Momos,W Cafe,320,5,UPI,Delivered,Veg,,,,
23-10-2023,Sunday,Female,Salem,Paneer Fried Momos,W Cafe,315,3,COD,Delivered,Veg,,,,
23-10-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,W Cafe,380,2,COD,Delivered,Veg,,,,
27-10-2023,Saturday,Male,Chennai,Paneer Fried Momos,W Cafe,375,2,COD,Delivered,Veg,,,,
23-10-2023,Saturday,Male,Chennai,Paneer Fried Momos,W Cafe,250,3,COD,Delivered,Veg,,,,
23-10-2023,Saturday,Female,Chennai,Paneer Fried Momos,W Cafe,785,3,COD,Delivered,Veg,,,,
17-03-2023,Sunday,Female,Coimbatore,Paneer Fried Momos,W Cafe,90,3,COD,Delivered,Veg,,,,
17-03-2023,Sunday,Male,Trichy,Paneer Fried Momos,W Cafe,250,3,UPI,Delivered,Veg,,,,
17-03-2023,Saturday,Male,Coimbatore,Paneer Fried Momos,W Cafe,250,3,UPI,Delivered,Veg,,,,
17-03-2023,Saturday,Male,Salem,Paneer Fried Momos,W Cafe,90,3,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Trichy,Butter Bell Pepper Noodles,W Cafe,150,5,COD,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Salem,Butter Bell Pepper Noodles,W Cafe,150,2,COD,Delivered,Veg,,,,
23-10-2023,Sunday,Female,Salem,Butter Bell Pepper Noodles,W Cafe,250,2,COD,Delivered,Veg,,,,
27-10-2023,Sunday,Female,Trichy,Butter Bell Pepper Noodles,W Cafe,350,4,UPI,Delivered,Veg,,,,
27-10-2023,Sunday,Female,Coimbatore,Butter Bell Pepper Noodles,W Cafe,900,5,UPI,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Salem,Butter Bell Pepper Noodles,W Cafe,785,3,COD,Delivered,Veg,,,,
17-09-2023,Saturday,Male,Salem,Butter Bell Pepper Noodles,W Cafe,150,2,COD,Delivered,Veg,,,,
17-09-2023,Saturday,Male,Coimbatore,Butter Bell Pepper Noodles,W Cafe,250,2,COD,Delivered,Veg,,,,
17-03-2023,Sunday,Male,Trichy,Butter Bell Pepper Noodles,W Cafe,255,5,COD,Delivered,Veg,,,,
17-03-2023,Sunday,Male,Coimbatore,Butter Bell Pepper Noodles,W Cafe,150,5,COD,Delivered,Veg,,,,
17-03-2023,Sunday,Male,Trichy,Butter Bell Pepper Noodles,W Cafe,785,5,UPI,Delivered,Veg,,,,
17-09-2023,Sunday,Male,Coimbatore,Butter Bell Pepper Noodles,W Cafe,90,4,UPI,Delivered,Veg,,,,
